playing,player,team,fallen,x,y,theta,ballage,ballx,bally,secsremaining,goodego
false,1,13,false,-3629.2502,-2296.821,2.0293381,-1.0,-10.0,-10.0,600,True
false,2,13,false,-1475.1462,-2655.0125,0.45217746,-1.0,-10.0,-10.0,600,True
false,3,13,false,-3265.8599,2185.8474,-1.8031032,-1.0,-10.0,-10.0,600,True
false,9,5,true,-3900.0005,-3000.0007,1.5767448,-1.0,0.0,0.0,600,True
false,4,5,false,-565.87335,3015.3743,-1.5793755,-1.0,0.0,0.0,600,True
false,1,5,false,-3910.2546,3024.7937,-1.5940061,-1.0,0.0,0.0,600,True
false,7,5,false,-2943.0393,-3037.8347,1.5689803,-1.0,0.0,0.0,600,True
false,2,5,false,-2929.57,2985.0242,-1.5092614,-1.0,0.0,0.0,600,True
false,8,5,true,-3900.0005,-3000.0007,1.5678823,-1.0,0.0,0.0,600,True
false,5,5,false,-736.8399,-2942.6506,1.6485745,-1.0,0.0,0.0,600,True
false,3,5,false,-1924.7878,2874.0718,-1.5895492,-1.0,0.0,0.0,600,True
false,7,13,false,-939.0656,1379.5873,-0.3855884,-1.0,-10.0,-10.0,600,True
false,6,13,false,-1465.5013,2350.004,-0.07591176,-1.0,-10.0,-10.0,600,True
false,1,13,false,-3719.5518,-2035.2075,2.0167582,-1.0,-10.0,-10.0,600,True
false,3,13,false,-3295.1714,1798.8767,-1.4604812,-1.0,-10.0,-10.0,600,True
false,2,13,false,-1359.1315,-2488.6567,0.18272525,-1.0,-10.0,-10.0,600,True
false,6,5,false,-1876.26,-2918.8367,1.5091132,-1.0,0.0,0.0,600,True
false,9,5,true,-3900.0005,-3000.0007,1.5771767,-1.0,0.0,0.0,600,True
false,4,5,false,-629.6556,2890.629,-1.5348096,-1.0,0.0,0.0,600,True
false,1,5,false,-3917.378,2885.3723,-1.6611675,-1.0,0.0,0.0,600,True
false,7,5,false,-2965.7993,-2851.3862,1.5466268,-1.0,0.0,0.0,600,True
false,2,5,false,-2988.571,2827.0884,-1.4235846,-1.0,0.0,0.0,600,True
false,8,5,true,-3900.0005,-3000.0007,1.5676749,-1.0,0.0,0.0,600,True
false,5,5,false,-815.8344,-2782.856,1.5841916,-1.0,0.0,0.0,600,True
false,6,5,false,-1933.7621,-2730.7993,1.6687924,-1.0,0.0,0.0,600,True
false,3,5,false,-1917.9324,2712.1633,-1.5841784,-1.0,0.0,0.0,600,True
false,7,13,false,-785.3126,1222.387,-0.2177583,-1.0,-10.0,-10.0,600,True
false,6,13,false,-1319.0449,2230.8474,0.0812912,-1.0,-10.0,-10.0,600,True
false,1,13,false,-3877.9026,-1780.8182,1.7321296,-1.0,-10.0,-10.0,600,True
false,2,13,false,-1225.1044,-2356.0244,-0.15351754,-1.0,-10.0,-10.0,600,True
false,3,13,false,-3124.5696,1700.9069,-1.2629313,-1.0,-10.0,-10.0,600,True
false,9,5,true,-3900.0005,-3000.0007,1.5772508,-1.0,0.0,0.0,600,True
false,4,5,false,-628.91974,2756.278,-1.4699829,-1.0,0.0,0.0,600,True
false,7,5,false,-3037.8252,-2610.7134,1.6640221,-1.0,0.0,0.0,600,True
false,1,5,false,-3950.0017,2781.9382,-1.6399488,-1.0,0.0,0.0,600,True
false,8,5,true,-3900.0005,-3000.0007,1.567495,-1.0,0.0,0.0,600,True
false,2,5,false,-3039.3367,2647.0906,-1.6307931,-1.0,0.0,0.0,600,True
false,5,5,false,-823.509,-2629.898,1.6481963,-1.0,0.0,0.0,600,True
false,6,5,false,-1967.9841,-2575.897,1.782325,-1.0,0.0,0.0,600,True
false,3,5,false,-1984.8093,2464.314,-1.5238172,-1.0,0.0,0.0,600,True
false,6,13,false,-1292.0815,2099.2039,0.033074796,-1.0,-10.0,-10.0,600,True
false,7,13,false,-634.31744,1067.9442,-0.3077321,-1.0,-10.0,-10.0,600,True
false,1,13,false,-3876.0781,-1769.1661,1.6229545,-1.0,-10.0,-10.0,600,True
false,3,13,false,-3064.9583,1542.7029,-0.8172082,-1.0,-10.0,-10.0,600,True
false,2,13,false,-1253.6147,-2214.9207,-0.59963953,-1.0,-10.0,-10.0,600,True
false,9,5,true,-3900.0005,-3000.0007,1.5778757,-1.0,0.0,0.0,600,True
false,4,5,false,-592.46564,2475.7712,-1.4458565,-1.0,0.0,0.0,600,True
false,1,5,false,-3938.155,2580.9912,-1.668497,-1.0,0.0,0.0,600,True
false,7,5,false,-3002.7888,-2459.0583,1.6936247,-1.0,0.0,0.0,600,True
false,2,5,false,-3002.8425,2444.8394,-1.4738897,-1.0,0.0,0.0,600,True
false,8,5,true,-3900.0005,-3000.0007,1.5669968,-1.0,0.0,0.0,600,True
false,5,5,false,-828.87006,-2450.2646,1.653851,-1.0,0.0,0.0,600,True
false,7,13,false,-566.99756,971.82355,0.18918097,-1.0,-10.0,-10.0,600,True
false,6,13,false,-1273.9897,1970.7275,0.03476268,-1.0,-10.0,-10.0,600,True
false,2,13,false,-1309.7871,-2080.6958,0.06988381,-1.0,-10.0,-10.0,600,True
false,3,13,false,-3022.4756,1352.221,-0.44229782,-1.0,-10.0,-10.0,600,True
false,1,13,false,-3871.4795,-1583.4834,1.1118541,-1.0,-10.0,-10.0,600,True
false,3,5,false,-1997.0521,2333.5088,-1.5503163,-1.0,0.0,0.0,600,True
false,6,5,false,-1989.9529,-2367.5876,1.8554977,-1.0,0.0,0.0,600,True
false,9,5,true,-3900.0005,-3000.0007,1.5776317,-1.0,0.0,0.0,600,True
false,4,5,false,-547.465,2265.523,-1.4859542,-1.0,0.0,0.0,600,True
false,1,5,false,-3950.332,2395.334,-1.7834152,-1.0,0.0,0.0,600,True
false,7,5,false,-2982.5972,-2277.8455,1.6549276,-1.0,0.0,0.0,600,True
false,2,5,false,-3053.5322,2291.9067,-1.5823067,-1.0,0.0,0.0,600,True
false,8,5,true,-3900.0005,-3000.0007,1.5676066,-1.0,0.0,0.0,600,True
false,5,5,false,-796.94745,-2220.0583,1.632324,-1.0,0.0,0.0,600,True
false,6,5,false,-2010.2117,-2193.0078,1.8281016,-1.0,0.0,0.0,600,True
false,7,13,false,-671.0775,862.4175,-0.1880263,-1.0,-10.0,-10.0,600,True
false,6,13,false,-1262.5061,1847.074,0.07707906,-1.0,-10.0,-10.0,600,True
false,1,13,false,-4013.1082,-1510.2351,0.7131657,-1.0,-10.0,-10.0,600,True
false,3,5,false,-1999.139,2188.7832,-1.435293,-1.0,0.0,0.0,600,True
false,2,13,false,-1300.2197,-1955.5222,-0.013608947,-1.0,-10.0,-10.0,600,True
false,3,13,false,-2907.3298,1196.7653,0.00772202,-1.0,-10.0,-10.0,600,True
false,9,5,true,-3900.0005,-3000.0007,1.5777353,-1.0,0.0,0.0,600,True
false,4,5,false,-539.42596,2085.2598,-1.4799942,-1.0,0.0,0.0,600,True
false,1,5,false,-3909.3596,2237.0688,-1.7882626,-1.0,0.0,0.0,600,True
false,7,5,false,-2993.6782,-2027.3982,1.5923712,-1.0,0.0,0.0,600,True
false,2,5,false,-3106.0017,2175.2205,-1.646271,-1.0,0.0,0.0,600,True
false,8,5,true,-3900.0005,-3000.0007,1.5675725,-1.0,0.0,0.0,600,True
false,5,5,false,-790.1262,-2036.7975,1.6376477,-1.0,0.0,0.0,600,True
false,6,5,false,-2007.5016,-2164.9011,1.802558,-1.0,0.0,0.0,600,True
false,7,13,false,-609.1831,723.99615,0.037143722,-1.0,-10.0,-10.0,600,True
false,6,13,false,-1258.901,1738.1874,0.060321927,-1.0,-10.0,-10.0,600,True
false,1,13,false,-3969.8398,-1322.506,0.24044329,-1.0,-10.0,-10.0,600,True
false,3,5,false,-2053.0222,2050.141,-1.5110615,-1.0,0.0,0.0,600,True
false,3,13,false,-2933.7808,1073.8024,0.07549679,-1.0,-10.0,-10.0,600,True
false,2,13,false,-1258.9779,-1829.7485,0.18326674,-1.0,-10.0,-10.0,600,True
false,9,5,true,-3900.0005,-3000.0007,1.577922,-1.0,0.0,0.0,600,True
false,4,5,false,-519.6349,1867.7191,-1.4180208,-1.0,0.0,0.0,600,True
false,7,5,false,-3047.8113,-1755.831,1.6622643,-1.0,0.0,0.0,600,True
false,1,5,false,-3858.983,2099.0195,-1.8572508,-1.0,0.0,0.0,600,True
false,2,5,false,-3101.7385,2019.7587,-1.6220534,-1.0,0.0,0.0,600,True
false,8,5,true,-3900.0005,-3000.0007,1.56763,-1.0,0.0,0.0,600,True
false,5,5,false,-822.0829,-1867.0802,1.673819,-1.0,0.0,0.0,600,True
false,6,5,false,-2075.4897,-1904.7666,1.8326894,-1.0,0.0,0.0,600,True
false,7,13,false,-604.96216,593.6681,-0.040957198,-1.0,-10.0,-10.0,600,True
false,6,13,false,-1258.645,1733.8975,0.049509943,-1.0,-10.0,-10.0,600,True
false,3,13,false,-3005.287,948.7072,-0.09047592,-1.0,-10.0,-10.0,600,True
false,2,13,false,-1216.6766,-1718.0219,-0.301417,-1.0,-10.0,-10.0,600,True
false,3,5,false,-2122.839,1902.7805,-1.5417715,-1.0,0.0,0.0,600,True
false,1,13,false,-3968.6726,-1201.5717,-0.08046192,-1.0,-10.0,-10.0,600,True
false,9,5,true,-3900.0005,-3000.0007,1.5772957,-1.0,0.0,0.0,600,True
false,4,5,false,-492.24707,1766.5808,-0.88887435,-1.0,0.0,0.0,600,True
false,1,5,false,-3815.014,1949.9456,-1.8924034,-1.0,0.0,0.0,600,True
false,7,5,false,-3056.7153,-1496.6338,1.6507168,-1.0,0.0,0.0,600,True
false,2,5,false,-3123.034,1790.0554,-1.6082798,-1.0,0.0,0.0,600,True
false,8,5,true,-3900.0005,-3000.0007,1.5681769,-1.0,0.0,0.0,600,True
false,5,5,false,-857.45496,-1657.5912,1.6843848,-1.0,0.0,0.0,600,True
false,6,5,false,-2118.651,-1708.3689,1.7997723,-1.0,0.0,0.0,600,True
false,7,13,false,-610.6369,460.7154,-0.1186962,-1.0,-10.0,-10.0,600,True
false,6,13,false,-1258.645,1733.8975,0.048947215,-1.0,-10.0,-10.0,600,True
false,1,13,false,-4085.8564,-1081.3408,0.068936646,-1.0,-10.0,-10.0,600,True
false,2,13,false,-1260.4431,-1655.4606,0.03232061,-1.0,-10.0,-10.0,600,True
false,3,13,false,-3021.1965,820.5203,-0.17479217,-1.0,-10.0,-10.0,600,True
false,3,5,false,-2148.3528,1690.4757,-1.7224138,-1.0,0.0,0.0,600,True
false,9,5,true,-3900.0005,-3000.0007,1.5779077,-1.0,0.0,0.0,600,True
false,4,5,false,-392.50998,1671.7872,-0.47503278,-1.0,0.0,0.0,600,True
false,1,5,false,-3841.8372,1703.5614,-1.9304448,-1.0,0.0,0.0,600,True
false,7,5,false,-3071.1023,-1335.2996,1.6509086,-1.0,0.0,0.0,600,True
false,8,5,true,-3900.0005,-3000.0007,1.5676887,-1.0,0.0,0.0,600,True
false,2,5,false,-3144.2183,1560.259,-1.6843284,-1.0,0.0,0.0,600,True
false,5,5,false,-838.55365,-1488.6355,1.6540731,-1.0,0.0,0.0,600,True
false,6,5,false,-2191.9038,-1533.0349,1.7486506,-1.0,0.0,0.0,600,True
false,7,13,false,-597.8092,333.9045,-0.10528241,-1.0,-10.0,-10.0,600,True
false,6,13,false,-1258.645,1733.8975,0.048811436,-1.0,-10.0,-10.0,600,True
false,1,13,false,-4176.088,-941.5162,0.1559766,-1.0,-10.0,-10.0,600,True
false,2,13,false,-1305.5194,-1565.0164,0.029052287,-1.0,-10.0,-10.0,600,True
false,3,13,false,-2980.3416,688.2694,-9.588003E-4,-1.0,-10.0,-10.0,600,True
false,3,5,false,-2171.6738,1601.7225,-1.7238955,-1.0,0.0,0.0,600,True
false,9,5,true,-3900.0005,-3000.0007,1.5782198,-1.0,0.0,0.0,600,True
false,4,5,false,-357.2906,1640.808,-0.6729091,-1.0,0.0,0.0,600,True
false,1,5,false,-3901.1487,1502.6453,-2.1115992,-1.0,0.0,0.0,600,True
false,7,5,false,-3073.6409,-1185.456,1.618165,-1.0,0.0,0.0,600,True
false,8,5,true,-3900.0005,-3000.0007,1.5675771,-1.0,0.0,0.0,600,True
false,2,5,false,-3170.2407,1408.9333,-1.7393023,-1.0,0.0,0.0,600,True
false,5,5,false,-860.7841,-1299.115,1.55712,-1.0,0.0,0.0,600,True
false,6,5,false,-2151.2437,-1311.1526,1.6539083,-1.0,0.0,0.0,600,True
false,7,13,false,-634.8874,226.96863,-0.12769945,-1.0,-10.0,-10.0,600,True
false,6,13,false,-1258.645,1733.8975,0.049322486,-1.0,-10.0,-10.0,600,True
false,1,13,false,-4175.9893,-814.0665,0.24577194,-1.0,-10.0,-10.0,600,True
false,2,13,false,-1305.5194,-1565.0164,0.02870956,-1.0,-10.0,-10.0,600,True
false,3,13,false,-2981.61,690.8137,0.014835715,-1.0,-10.0,-10.0,600,True
false,3,5,false,-2182.373,1457.7673,-1.7065027,-1.0,0.0,0.0,600,True
false,9,5,true,-3900.0005,-3000.0007,1.577988,-1.0,0.0,0.0,600,True
false,4,5,false,-326.44363,1643.318,-0.6915548,-1.0,0.0,0.0,600,True
false,1,5,false,-3865.4136,1345.9027,-2.0527298,-1.0,0.0,0.0,600,True
false,7,5,false,-3069.7512,-1012.0487,1.6799548,-1.0,0.0,0.0,600,True
false,8,5,true,-3900.0005,-3000.0007,1.5671039,-1.0,0.0,0.0,600,True
false,2,5,false,-3164.8062,1236.982,-1.6666489,-1.0,0.0,0.0,600,True
false,5,5,false,-862.4787,-1128.4216,1.6093158,-1.0,0.0,0.0,600,True
false,6,5,false,-2149.527,-1062.264,1.6459391,-1.0,0.0,0.0,600,True
false,7,13,false,-626.311,181.26524,-0.053860486,-1.0,-10.0,-10.0,600,True
false,6,13,false,-1258.645,1733.8975,0.05023104,-1.0,-10.0,-10.0,600,True
false,1,13,false,-4114.251,-669.8876,-0.06777471,-1.0,-10.0,-10.0,600,True
false,2,13,false,-1306.6737,-1550.8243,0.025462909,-1.0,-10.0,-10.0,600,True
false,3,13,false,-2981.61,690.8137,0.011648297,-1.0,-10.0,-10.0,600,True
false,3,5,false,-2191.8745,1244.2883,-1.5401069,-1.0,0.0,0.0,600,True
false,9,5,true,-3900.0005,-3000.0007,1.5776446,-1.0,0.0,0.0,600,True
false,4,5,false,-340.671,1641.7992,-0.6915968,-1.0,0.0,0.0,600,True
false,1,5,false,-3877.5867,1136.5621,-2.0345647,-1.0,0.0,0.0,600,True
false,7,5,false,-3079.5518,-876.1726,1.662883,-1.0,0.0,0.0,600,True
false,2,5,false,-3171.755,1054.8326,-1.6161488,-1.0,0.0,0.0,600,True
false,8,5,true,-3900.0005,-3000.0007,1.5668948,-1.0,0.0,0.0,600,True
false,5,5,false,-844.3384,-941.5988,1.5738325,-1.0,0.0,0.0,600,True
false,6,5,false,-2193.3743,-958.7636,0.7168059,-1.0,0.0,0.0,600,True
false,7,13,false,-643.47723,156.47386,0.032407932,-1.0,-10.0,-10.0,600,True
false,6,13,false,-1258.645,1733.8975,0.051532626,-1.0,-10.0,-10.0,600,True
false,3,13,false,-2981.61,690.8137,0.010625243,-1.0,-10.0,-10.0,600,True
false,2,13,false,-1301.9448,-1518.7377,0.020717366,-1.0,-10.0,-10.0,600,True
false,1,13,false,-4173.6987,-527.99457,-0.0956189,-1.0,-10.0,-10.0,600,True
false,3,5,false,-2204.0938,1095.6139,-1.4267039,-1.0,0.0,0.0,600,True
false,9,5,true,-3900.0005,-3000.0007,1.5768507,-1.0,0.0,0.0,600,True
false,1,5,false,-3871.5366,1033.2341,-2.1357696,-1.0,0.0,0.0,600,True
false,4,5,false,-340.13983,1644.303,-0.7003446,-1.0,0.0,0.0,600,True
false,7,5,false,-3096.7576,-650.9,1.6780906,-1.0,0.0,0.0,600,True
false,2,5,false,-3191.7903,838.87494,-1.6053065,-1.0,0.0,0.0,600,True
false,8,5,true,-3900.0005,-3000.0007,1.5668741,-1.0,0.0,0.0,600,True
false,5,5,false,-785.13007,-763.8979,1.6026094,-1.0,0.0,0.0,600,True
false,7,13,false,-643.47723,156.47386,0.032966785,-1.0,-10.0,-10.0,600,True
false,6,13,false,-1258.645,1733.8975,0.05301541,-1.0,-10.0,-10.0,600,True
false,2,13,false,-1305.0433,-1501.2448,0.014244015,-1.0,-10.0,-10.0,600,True
false,3,13,false,-2981.61,690.8137,0.00938046,-1.0,-10.0,-10.0,600,True
false,1,13,false,-4255.254,-399.21396,0.06882006,-1.0,-10.0,-10.0,600,True
false,3,5,false,-2231.4805,983.43604,-0.5054402,-1.0,0.0,0.0,600,True
false,6,5,false,-2228.566,-925.92,0.6454282,-1.0,0.0,0.0,600,True
false,9,5,true,-3900.0005,-3000.0007,1.5765558,-1.0,0.0,0.0,600,True
false,4,5,false,-338.8727,1665.2754,-0.6897636,-1.0,0.0,0.0,600,True
false,1,5,false,-3915.1785,871.89545,-2.1477349,-1.0,0.0,0.0,600,True
false,7,5,false,-3149.4338,-501.5708,1.507732,-1.0,0.0,0.0,600,True
false,8,5,true,-3900.0005,-3000.0007,1.5676332,-1.0,0.0,0.0,600,True
false,2,5,false,-3188.602,713.86633,-1.6675227,-1.0,0.0,0.0,600,True
false,5,5,false,-805.8148,-543.94055,1.6450511,-1.0,0.0,0.0,600,True
false,6,5,false,-2311.9722,-880.43445,0.35639438,-1.0,0.0,0.0,600,True
false,7,13,false,-643.47723,156.47386,0.03286069,-1.0,-10.0,-10.0,600,True
false,6,13,false,-1258.645,1733.8975,0.05442047,-1.0,-10.0,-10.0,600,True
false,3,13,false,-2981.61,690.8137,0.00959599,-1.0,-10.0,-10.0,600,True
false,1,13,false,-4238.9463,-267.67307,0.23948771,-1.0,-10.0,-10.0,600,True
false,2,13,false,-1305.0433,-1501.2448,0.01218241,-1.0,-10.0,-10.0,600,True
false,3,5,false,-2247.343,1151.2882,0.057456408,-1.0,0.0,0.0,600,True
false,9,5,true,-3900.0005,-3000.0007,1.5767947,-1.0,0.0,0.0,600,True
false,4,5,false,-340.1882,1628.2479,-0.68641555,-1.0,0.0,0.0,600,True
false,1,5,false,-3970.5288,710.4368,-2.1249728,-1.0,0.0,0.0,600,True
false,7,5,false,-3215.5793,-401.6566,0.90207255,-1.0,0.0,0.0,600,True
false,8,5,true,-3900.0005,-3000.0007,1.568184,-1.0,0.0,0.0,600,True
false,2,5,false,-3217.1548,598.05176,-0.9062002,-1.0,0.0,0.0,600,True
false,5,5,false,-853.454,-337.29865,1.7863632,-1.0,0.0,0.0,600,True
false,6,5,false,-2318.4326,-822.8068,-0.011332755,-1.0,0.0,0.0,600,True
false,7,13,false,-691.1139,125.13314,0.04940077,-1.0,-10.0,-10.0,600,True
false,3,13,false,-2981.61,690.8137,0.008317113,-1.0,-10.0,-10.0,600,True
false,2,13,false,-1302.6334,-1500.1725,0.012720192,-1.0,-10.0,-10.0,600,True
false,6,13,false,-1258.645,1733.8975,0.056114316,-1.0,-10.0,-10.0,600,True
false,1,13,false,-4219.4688,-176.20578,0.08991033,-1.0,-10.0,-10.0,600,True
false,3,5,false,-2146.502,996.7271,-0.74912405,-1.0,0.0,0.0,600,True
false,9,5,true,-3900.0005,-3000.0007,1.5764433,-1.0,0.0,0.0,600,True
false,4,5,false,-340.35626,1625.5121,-0.685904,-1.0,0.0,0.0,600,True
false,1,5,false,-4017.9922,563.8157,-2.0599763,-1.0,0.0,0.0,600,True
false,7,5,false,-3308.8499,-347.29803,0.33806297,-1.0,0.0,0.0,600,True
false,8,5,true,-3900.0005,-3000.0007,1.5680968,-1.0,0.0,0.0,600,True
false,2,5,false,-3239.6414,432.99664,-0.45955995,-1.0,0.0,0.0,600,True
false,5,5,false,-904.0466,-186.04953,1.1091275,-1.0,0.0,0.0,600,True
false,7,13,false,-691.1139,125.13314,0.049060427,-1.0,-10.0,-10.0,600,True
false,6,13,false,-1258.645,1733.8975,0.05338013,-1.0,-10.0,-10.0,600,True
