playing,player,team,fallen,x,y,theta,ballage,ballx,bally,secsremaining,goodego
false,2,13,false,-1840.544,2610.8657,-2.014802,-1.0,-10.0,-10.0,600,True
false,3,5,false,-1829.1133,3000.0007,-1.5442129,73.843,-80.01908,-832.9048,600,True
false,8,5,true,-3900.0005,-3000.0007,3.0674183,1955.893,69.740875,67.42093,600,True
false,3,13,false,-2568.6528,2912.8354,-1.8526748,-1.0,-10.0,-10.0,600,True
false,1,13,false,-3402.4302,-2464.23,1.8041735,-1.0,-10.0,-10.0,600,True
false,6,5,false,-1736.0636,-3035.974,1.6109539,1720.586,2433.9922,-1914.5356,600,True
false,7,5,false,-2894.4028,-3017.8562,1.6235315,1695.718,87.00024,-278.3916,600,True
false,1,5,false,-3912.2788,3029.2458,-1.5642905,1701.185,730.1495,377.84335,600,True
false,5,5,false,-719.22473,-3064.11,1.6033847,1667.489,-304.38654,507.2577,600,True
false,6,13,false,-1094.6769,2377.2542,-1.6762624,-1.0,-10.0,-10.0,600,True
false,7,13,false,-1994.6304,-2381.1729,1.4572568,-1.0,-10.0,-10.0,600,True
false,4,5,false,-682.81,3113.609,-1.552389,1694.784,6383.258,2452.8655,600,True
false,2,5,false,-2847.988,3031.5728,-1.5277832,1725.991,1578.4678,-3182.1475,600,True
false,9,5,true,-3900.0005,-3000.0007,-1.7676226,-1.0,0.0,0.0,600,True
false,2,13,false,-1957.3468,2391.3005,-2.2063591,-1.0,-10.0,-10.0,600,True
false,8,5,true,-3900.0005,-3000.0007,3.0678437,1956.896,69.77061,67.39016,600,True
false,3,5,false,-1791.9879,3032.656,-1.5330684,74.859,-79.18542,-832.98456,600,True
false,3,13,false,-2616.4321,2910.94,-1.759049,-1.0,-10.0,-10.0,600,True
false,1,13,false,-3456.2036,-2255.5452,1.8017561,-1.0,-10.0,-10.0,600,True
false,6,5,false,-1735.7395,-3035.9822,1.6112304,1721.618,2433.483,-1915.1841,600,True
false,7,5,false,-2894.4028,-3017.8562,1.6234001,1696.738,87.06081,-278.37268,600,True
false,5,5,false,-719.22473,-3064.11,1.6045889,0.003,954.82416,-2081.018,600,True
false,1,5,false,-3915.993,3022.8914,-1.5645889,1702.2,730.36127,377.43396,600,True
false,9,5,true,-3900.0005,-3000.0007,-1.7676226,-1.0,0.0,0.0,600,True
false,2,5,false,-2839.0427,3027.7485,-1.5334831,1727.014,1578.8634,-3181.9514,600,True
false,6,13,false,-1156.1753,2151.1963,-1.7991867,-1.0,-10.0,-10.0,600,True
false,7,13,false,-2058.573,-2195.7058,0.9868769,-1.0,-10.0,-10.0,600,True
false,2,13,false,-1930.981,2197.383,-1.8140842,-1.0,-10.0,-10.0,600,True
false,4,5,false,-726.5481,3069.9592,-1.5306699,1695.812,6382.0874,2455.9116,600,True
false,3,5,false,-1772.6874,3035.0679,-1.539131,75.859,-78.525635,-833.047,600,True
false,8,5,true,-3900.0005,-3000.0007,3.0680573,1957.925,69.78326,67.3771,600,True
false,3,13,false,-2703.3171,2828.6936,-1.8121039,-1.0,-10.0,-10.0,600,True
false,1,13,false,-3501.2136,-2056.1946,1.919324,-1.0,-10.0,-10.0,600,True
false,6,5,false,-1735.4319,-3035.983,1.6113182,1722.618,2433.3567,-1915.3447,600,True
false,7,5,false,-2891.5603,-3011.8965,1.6304839,1697.738,76.67231,-283.1973,600,True
false,1,5,false,-3912.3582,3017.7607,-1.5611926,1703.2,730.5375,377.09277,600,True
false,5,5,false,-698.739,-3046.2131,1.5935599,1.033,963.96454,-2071.8115,600,True
false,9,5,true,-3900.0005,-3000.0007,-1.7676226,-1.0,0.0,0.0,600,True
false,6,13,false,-1234.4781,1941.6895,-1.784552,-1.0,-10.0,-10.0,600,True
false,7,13,false,-2097.734,-1896.2571,0.57731074,-1.0,-10.0,-10.0,600,True
false,2,5,false,-2850.0493,3021.657,-1.5366609,1728.023,1560.2742,-3168.9797,600,True
false,2,13,false,-1852.241,1999.3136,-1.6248876,-1.0,-10.0,-10.0,600,True
false,4,5,false,-760.63464,3072.7998,-1.5275203,1696.816,6382.5054,2454.8276,600,True
false,3,5,false,-1767.0911,2996.344,-1.5459065,76.874,-106.06485,-853.92755,600,True
false,8,5,true,-3900.0005,-3000.0007,3.0677168,1958.928,69.75886,67.40234,600,True
false,3,13,false,-2726.6575,2717.4375,-1.4009686,-1.0,-10.0,-10.0,600,True
false,1,13,false,-3543.4585,-1854.2673,1.9100213,-1.0,-10.0,-10.0,600,True
false,6,5,false,-1716.9183,-2960.4546,1.5517498,1723.651,2470.7153,-1780.8538,600,True
false,7,5,false,-2965.8345,-2867.824,1.6848055,1698.749,-93.73403,-337.36957,600,True
false,5,5,false,-734.50287,-2923.0752,1.5473517,2.033,979.15125,-2011.8906,600,True
false,1,5,false,-3903.8398,2937.9968,-1.6146762,1704.216,652.7477,401.81512,600,True
false,9,5,true,-3900.0005,-3000.0007,-1.7676226,-1.0,0.0,0.0,600,True
false,6,13,false,-1173.7201,1687.398,-1.6358857,-1.0,-10.0,-10.0,600,True
false,7,13,false,-2110.6016,-1834.5759,0.24449009,-1.0,-10.0,-10.0,600,True
false,2,5,false,-2885.3079,2859.5225,-1.402082,1729.046,957.58417,-3268.174,600,True
false,2,13,false,-1796.8914,1822.8173,-1.3166995,-1.0,-10.0,-10.0,600,True
false,3,5,false,-1727.4867,2872.0056,-1.6624177,77.874,-177.14494,-922.8098,600,True
false,8,5,true,-3900.0005,-3000.0007,3.0670407,1959.928,69.712425,67.450386,600,True
false,3,13,false,-2758.9326,2639.322,-0.79180247,-1.0,-10.0,-10.0,600,True
false,1,13,false,-3599.3726,-1653.2711,1.5417019,-1.0,-10.0,-10.0,600,True
false,4,5,false,-745.5486,2932.5928,-1.6707121,1697.844,5916.269,3194.5178,600,True
false,6,5,false,-1663.9257,-2698.8777,1.7525363,1724.683,1955.3463,-2113.2244,600,True
false,7,5,false,-3001.3152,-2661.3755,1.8058299,1699.749,-331.93076,-310.6058,600,True
false,1,5,false,-3940.1382,2741.5906,-1.634854,1705.216,494.49286,410.36005,600,True
false,5,5,false,-812.2091,-2760.495,1.5623081,3.034,768.8652,-2060.6729,600,True
false,9,5,true,-3900.0005,-3000.0007,-1.7676226,-1.0,0.0,0.0,600,True
false,6,13,false,-1150.4883,1376.2169,-0.9651525,-1.0,-10.0,-10.0,600,True
false,7,13,false,-2163.4004,-1623.8733,-0.23774831,-1.0,-10.0,-10.0,600,True
false,2,5,false,-2879.2388,2692.4685,-1.3952262,1730.046,855.0969,-3191.469,600,True
false,2,13,false,-1603.0487,1670.5903,-0.90997905,-1.0,-10.0,-10.0,600,True
false,4,5,false,-727.758,2758.772,-1.456797,1698.848,6215.351,2047.2368,600,True
false,3,5,false,-1718.6583,2745.868,-1.6988399,78.89,-312.73578,-982.5477,600,True
false,8,5,true,-3900.0005,-3000.0007,3.0676668,1960.957,69.75426,67.407135,600,True
false,3,13,false,-2649.167,2501.6643,-0.28945953,-1.0,-10.0,-10.0,600,True
false,1,13,false,-3706.2175,-1592.9662,0.87211454,-1.0,-10.0,-10.0,600,True
false,6,5,false,-1636.093,-2645.2832,1.6930758,1725.683,1957.6133,-1902.5597,600,True
false,7,5,false,-2971.3706,-2437.9465,1.9962859,1700.769,-574.8618,-154.67325,600,True
false,5,5,false,-815.7946,-2556.3496,1.6537029,4.034,310.05692,-2135.8835,600,True
false,1,5,false,-3951.0327,2544.2122,-1.6901025,1706.232,330.40137,404.13504,600,True
false,9,5,true,-3900.0005,-3000.0007,-1.7676226,-1.0,0.0,0.0,600,True
false,6,13,false,-1122.6368,1319.853,-0.41925272,-1.0,-10.0,-10.0,600,True
false,7,13,false,-2280.76,-1400.5444,-0.27011037,-1.0,-10.0,-10.0,600,True
false,2,13,false,-1586.4922,1355.812,-0.30611977,-1.0,-10.0,-10.0,600,True
false,2,5,false,-2981.4692,2539.844,-1.5237911,1731.055,697.4735,-3127.4336,600,True
false,4,5,false,-720.4061,2631.5942,-1.5336225,1699.848,5811.728,2620.8645,600,True
false,3,5,false,-1713.9216,2605.8835,-1.5767642,79.89,-565.5754,-982.4015,600,True
false,8,5,true,-3900.0005,-3000.0007,3.0671875,1961.96,69.72021,67.44237,600,True
false,3,13,false,-2655.7395,2327.5698,-0.062131397,-1.0,-10.0,-10.0,600,True
false,1,13,false,-3710.725,-1450.4098,0.626315,-1.0,-10.0,-10.0,600,True
false,6,5,false,-1645.1646,-2441.0613,1.7695574,1726.716,1655.5098,-1977.287,600,True
false,7,5,false,-2971.7559,-2283.8232,2.194067,1701.769,-773.39246,61.73762,600,True
false,5,5,false,-850.6276,-2371.1025,1.6811178,5.064,-130.04047,-2152.7917,600,True
false,1,5,false,-3931.306,2537.9783,-1.8208699,1707.248,145.42166,369.9164,600,True
false,6,13,false,-1012.58813,1083.0071,0.07050948,-1.0,-10.0,-10.0,600,True
false,7,13,false,-2405.0513,-1293.3735,-0.1762595,-1.0,-10.0,-10.0,600,True
false,9,5,true,-3900.0005,-3000.0007,-1.7676226,-1.0,0.0,0.0,600,True
false,2,13,false,-1581.1855,1208.791,0.100139774,-1.0,-10.0,-10.0,600,True
false,2,5,false,-3079.9844,2330.9536,-1.4718595,1732.078,315.3001,-3096.782,600,True
false,3,5,false,-1695.9802,2455.886,-1.666451,80.906,-675.5538,-1020.92487,600,True
false,4,5,false,-635.69244,2400.9185,-1.5574043,1700.876,5631.5654,2600.492,600,True
false,8,5,true,-3900.0005,-3000.0007,3.0674493,1962.989,69.73787,67.42413,600,True
false,3,13,false,-2873.7822,2205.887,-0.26273456,-1.0,-10.0,-10.0,600,True
false,1,13,false,-3689.0999,-1310.5857,0.054870468,-1.0,-10.0,-10.0,600,True
false,7,5,false,-3023.2952,-2036.3379,2.1408,1702.78,-972.756,55.632713,600,True
false,6,5,false,-1643.1842,-2086.3577,1.8041172,1727.748,1505.9608,-1949.0479,600,True
false,5,5,false,-881.9061,-2144.6797,1.6584151,6.064,-350.87866,-2158.1794,600,True
false,1,5,false,-3967.8193,2375.1882,-2.0119922,1708.264,-65.680176,322.21933,600,True
false,6,13,false,-1146.4014,975.1263,-0.32383472,-1.0,-10.0,-10.0,600,True
false,9,5,true,-3900.0005,-3000.0007,-1.7676226,-1.0,0.0,0.0,600,True
false,7,13,false,-2405.4941,-1208.9961,-0.1721707,-1.0,-10.0,-10.0,600,True
false,2,13,false,-1624.1147,1163.9705,-0.18732423,-1.0,-10.0,-10.0,600,True
false,2,5,false,-3189.4634,2186.1895,-1.6157444,1733.087,407.71014,-3030.438,600,True
false,8,5,true,-3900.0005,-3000.0007,3.067238,1963.992,69.72292,67.43967,600,True
false,3,5,false,-1702.0856,2325.4485,-1.7603922,81.922,-781.1519,-1068.735,600,True
false,3,13,false,-2901.8718,2110.291,-0.30269518,-1.0,-10.0,-10.0,600,True
false,4,5,false,-643.4491,2253.376,-1.5454609,1701.88,5495.6587,2498.9143,600,True
false,1,13,false,-3728.88,-1157.7866,-0.19530219,-1.0,-10.0,-10.0,600,True
false,7,5,false,-3057.2986,-1827.7383,2.1008153,1703.78,-1159.4777,104.90271,600,True
false,6,5,false,-1662.5844,-1987.4265,1.5770128,1728.748,1693.2018,-1628.5242,600,True
false,5,5,false,-896.80786,-1888.6276,1.6704775,7.066,-499.36658,-2170.6882,600,True
false,1,5,false,-4033.6357,2249.802,-2.0541766,1709.28,-223.64723,285.02725,600,True
false,6,13,false,-1164.8118,798.81976,-0.03838621,-1.0,-10.0,-10.0,600,True
false,7,13,false,-2421.2666,-1145.6272,-0.038413893,-1.0,-10.0,-10.0,600,True
false,9,5,true,-3900.0005,-3000.0007,-1.7676226,-1.0,0.0,0.0,600,True
false,2,13,false,-1702.4779,810.3208,-0.2309656,-1.0,-10.0,-10.0,600,True
false,2,5,false,-3194.7388,2033.1587,-1.7007279,1734.11,481.4525,-3000.5574,600,True
false,4,5,false,-673.3645,2105.9084,-1.5132511,1702.908,5318.901,2504.7437,600,True
false,3,5,false,-1716.6145,2213.7876,-1.647636,82.938,-991.4675,-1021.0964,600,True
false,3,13,false,-2944.784,2055.0725,-0.33582196,-1.0,-10.0,-10.0,600,True
false,1,13,false,-3882.5386,-996.78827,0.1122037,-1.0,-10.0,-10.0,600,True
false,8,5,true,-3900.0005,-3000.0007,3.0682724,1964.992,69.79233,67.36784,600,True
false,6,5,false,-1665.883,-1834.6951,1.4637076,1729.748,1714.8784,-1423.9869,600,True
false,5,5,false,-973.6691,-1652.1167,1.7416288,8.096,-773.4871,-2141.7175,600,True
false,7,5,false,-3083.9846,-1666.4,2.129267,1704.801,-1343.9982,204.1203,600,True
false,6,13,false,-1168.0348,638.16547,-0.03420998,-1.0,-10.0,-10.0,600,True
false,7,13,false,-2421.0393,-1056.6433,-0.02165278,-1.0,-10.0,-10.0,600,True
false,2,13,false,-1686.0128,857.1599,-0.11570224,-1.0,-10.0,-10.0,600,True
false,1,5,false,-4049.9866,2106.0728,-1.9991277,1710.296,-382.57034,238.2758,600,True
false,2,5,false,-3197.0515,1910.4878,-1.8109342,1735.11,608.07825,-2955.4885,600,True
false,9,5,true,-3900.0005,-3000.0007,-1.7676226,-1.0,0.0,0.0,600,True
false,3,5,false,-1730.899,2066.8474,-1.5899479,83.954,-1185.633,-975.057,600,True
false,8,5,true,-3900.0005,-3000.0007,3.0675988,1966.021,69.74571,67.41613,600,True
false,3,13,false,-2818.5315,1830.8379,-0.057300035,-1.0,-10.0,-10.0,600,True
false,1,13,false,-3990.7434,-920.2131,0.020800143,-1.0,-10.0,-10.0,600,True
false,4,5,false,-643.44104,1836.6782,-1.5091236,1703.912,5082.5693,2584.2195,600,True
false,7,5,false,-3116.2231,-1446.576,2.1027799,1705.812,-1549.7948,235.73929,600,True
false,6,5,false,-1607.6991,-1667.0093,1.3270609,1730.78,1769.3534,-1146.5331,600,True
false,5,5,false,-1001.01294,-1454.3931,1.8916885,9.098,-1081.8915,-2076.5515,600,True
false,1,5,false,-4078.9758,1901.3871,-1.936653,1711.312,-534.07794,211.37827,600,True
false,6,13,false,-1211.74,366.3265,0.048043914,-1.0,-10.0,-10.0,600,True
false,7,13,false,-2517.3086,-1016.6794,0.13616928,-1.0,-10.0,-10.0,600,True
false,9,5,true,-3900.0005,-3000.0007,-1.7676226,-1.0,0.0,0.0,600,True
false,2,13,false,-1660.9714,768.8414,-0.008299414,-1.0,-10.0,-10.0,600,True
false,2,5,false,-3231.3694,1718.2375,-1.8876675,1736.118,762.7677,-2925.4038,600,True
false,3,5,false,-1692.3854,1958.3591,-1.5867879,84.954,-1371.1134,-919.5273,600,True
false,8,5,true,-3900.0005,-3000.0007,3.0675309,1967.024,69.7386,67.42347,600,True
false,3,13,false,-2874.9458,1639.2393,0.0044139028,-1.0,-10.0,-10.0,600,True
false,1,13,false,-4141.675,-737.9436,0.21661055,-1.0,-10.0,-10.0,600,True
false,4,5,false,-631.55756,1688.7239,-1.5271379,1704.912,4883.7144,2639.5496,600,True
false,7,5,false,-3182.7883,-1236.4525,2.0789351,1706.812,-1765.5563,164.82259,600,True
false,6,5,false,-1610.1272,-1530.0511,0.5469553,1731.78,2001.4182,336.5176,600,True
false,1,5,false,-4119.176,1764.7649,-1.9777787,1712.312,-690.938,167.8646,600,True
false,6,13,false,-1204.038,254.24951,-0.08967105,-1.0,-10.0,-10.0,600,True
false,7,13,false,-2611.7046,-769.3007,-0.24799713,-1.0,-10.0,-10.0,600,True
false,2,13,false,-1685.1392,591.4895,0.010849202,-1.0,-10.0,-10.0,600,True
false,9,5,true,-3900.0005,-3000.0007,-1.7676226,-1.0,0.0,0.0,600,True
false,5,5,false,-999.85516,-1254.8921,1.8160925,10.128,-1007.343,-2186.0918,600,True
false,2,5,false,-3277.8074,1433.5745,-1.9047464,1737.118,523.95386,-2980.3538,600,True
false,3,5,false,-1658.1204,1752.222,-1.4904553,85.969,-1633.347,-676.51575,600,True
false,8,5,true,-3900.0005,-3000.0007,3.0675473,1968.053,69.739044,67.42301,600,True
false,3,13,false,-2910.474,1463.379,-0.6447434,-1.0,-10.0,-10.0,600,True
false,1,13,false,-4144.5444,-546.85583,0.23676442,-1.0,-10.0,-10.0,600,True
false,4,5,false,-647.3984,1394.6888,-1.468113,1705.939,4941.5728,2169.5754,600,True
false,7,5,false,-3285.7917,-990.80853,2.0156388,1707.832,-1965.8599,63.110893,600,True
false,6,5,false,-1522.5057,-1481.6101,0.0352893,1732.812,1529.8024,1206.9757,600,True
false,5,5,false,-1045.728,-1022.3202,1.5605695,11.128,-615.2464,-2388.0266,600,True
false,1,5,false,-4132.201,1619.642,-2.0509036,1713.328,-854.86505,59.41825,600,True
false,6,13,false,-1202.3658,160.47531,0.0048866384,-1.0,-10.0,-10.0,600,True
false,7,13,false,-2464.5469,-607.5758,-0.2641288,-1.0,-10.0,-10.0,600,True
false,2,13,false,-1719.7133,469.78976,0.045561947,-1.0,-10.0,-10.0,600,True
false,9,5,true,-3900.0005,-3000.0007,-1.7676226,-1.0,0.0,0.0,600,True
false,2,5,false,-3365.1006,1209.5621,-1.880333,1738.141,73.85519,-3018.8381,600,True
false,3,5,false,-1641.865,1649.5862,-1.0168775,86.969,-1853.1583,144.64622,600,True
false,8,5,true,-3900.0005,-3000.0007,3.06768,1969.056,69.74764,67.41413,600,True
false,3,13,false,-2935.255,1330.5023,-0.31454962,-1.0,-10.0,-10.0,600,True
false,1,13,false,-4156.418,-425.1671,0.15744025,-1.0,-10.0,-10.0,600,True
false,4,5,false,-654.9532,1225.9912,-1.5001847,1706.939,4624.212,2456.8823,600,True
false,7,5,false,-3299.3503,-748.7333,1.969926,1708.832,-2157.8677,47.467964,600,True
false,6,5,false,-1473.9165,-1502.2898,-0.095644355,1733.812,1502.7959,1240.4398,600,True
false,5,5,false,-1014.14136,-905.8694,0.59515065,12.13,1604.4402,-1884.8063,600,True
false,6,13,false,-1194.0847,127.591805,-0.020112708,-1.0,-10.0,-10.0,600,True
false,7,13,false,-2631.9587,-642.376,-0.13451284,-1.0,-10.0,-10.0,600,True
false,1,5,false,-4195.752,1481.7631,-1.8530174,1714.344,-976.4958,157.34328,600,True
false,2,13,false,-1749.6697,463.1229,0.044152383,-1.0,-10.0,-10.0,600,True
false,9,5,true,-3900.0005,-3000.0007,-1.7676226,-1.0,0.0,0.0,600,True
false,2,5,false,-3410.7395,1096.3143,-1.857968,1739.141,-248.93187,-3023.64,600,True
false,3,5,false,-1609.9114,1544.1985,-0.22116086,87.985,-1295.4835,1446.3073,600,True
false,8,5,true,-3900.0005,-3000.0007,3.0673852,1970.056,69.72631,67.43619,600,True
false,3,13,false,-3004.5396,1286.876,-0.44824788,-1.0,-10.0,-10.0,600,True
false,1,13,false,-4133.5107,-258.78928,-0.08461563,-1.0,-10.0,-10.0,600,True
false,4,5,false,-620.5378,1057.1152,-1.474507,1707.943,4598.1157,2122.85,600,True
false,7,5,false,-3345.0503,-562.995,1.7682447,1709.843,-2283.5828,-453.3869,600,True
false,6,5,false,-1476.9349,-1506.4973,-0.10178375,1734.845,1512.3145,1228.8171,600,True
false,6,13,false,-1208.8721,119.61984,-0.03796622,-1.0,-10.0,-10.0,600,True
false,7,13,false,-2516.8013,-654.07904,-0.075545564,-1.0,-10.0,-10.0,600,True
false,5,5,false,-954.627,-826.8622,-0.012841569,13.16,2375.0405,-635.11865,600,True
false,2,13,false,-1725.5383,475.04474,0.04388761,-1.0,-10.0,-10.0,600,True
false,9,5,true,-3900.0005,-3000.0007,-1.7676226,-1.0,0.0,0.0,600,True
false,1,5,false,-4185.543,1315.6698,-1.9131122,1715.36,-1134.5435,88.250946,600,True
false,2,5,false,-3447.7546,1012.1535,-1.7989007,1740.15,-547.5814,-3032.1653,600,True
false,3,5,false,-1492.9182,1514.7976,0.020529415,88.985,-1032.7561,1726.8817,600,True
false,3,13,false,-2825.5164,1056.4624,-0.29517314,-1.0,-10.0,-10.0,600,True
false,1,13,false,-4197.6655,-88.39974,-0.11096242,-1.0,-10.0,-10.0,600,True
false,8,5,true,-3900.0005,-3000.0007,3.067287,1971.084,69.72057,67.4421,600,True
false,4,5,false,-606.5965,860.6049,-1.5041145,1708.943,4443.574,2063.7527,600,True
false,7,5,false,-3334.3818,-501.0401,0.6580804,1710.843,-722.74146,-2312.0615,600,True
false,6,5,false,-1479.6575,-1506.4851,-0.1000279,1735.877,1513.177,1227.7549,600,True
false,5,5,false,-946.16327,-724.7619,-0.11638649,14.162,2433.8203,-473.85184,600,True
false,7,13,false,-2543.5498,-676.43207,-0.094919525,-1.0,-10.0,-10.0,600,True
false,2,13,false,-1650.3326,454.98032,0.045300342,-1.0,-10.0,-10.0,600,True
false,6,13,false,-1197.8362,145.87471,-0.026147544,-1.0,-10.0,-10.0,600,True
false,1,5,false,-4183.558,1163.0823,-1.8127236,1716.376,-1281.672,79.11164,600,True
false,9,5,true,-3900.0005,-3000.0007,-1.7676226,-1.0,0.0,0.0,600,True
false,2,5,false,-3486.2075,872.63885,-1.5934983,1741.173,-1543.9596,-2734.4927,600,True
false,4,5,false,-608.8086,704.46796,-1.481026,1709.971,4241.6514,2094.4158,600,True
false,3,13,false,-2892.1323,972.7466,-0.3046679,-1.0,-10.0,-10.0,600,True
false,1,13,false,-4101.544,-66.97453,-0.12620872,-1.0,-10.0,-10.0,600,True
false,3,5,false,-1479.552,1501.1366,-0.13813403,90.001,-1277.855,1565.7667,600,True
false,8,5,true,-3900.0005,-3000.0007,3.067495,1972.084,69.73287,67.42941,600,True
false,7,5,false,-3310.024,-334.60968,-0.10266103,1711.863,778.9479,-2413.0088,600,True
false,6,5,false,-1479.6575,-1506.4857,-0.09928569,1736.877,1514.0024,1226.7372,600,True
false,6,13,false,-1200.4226,142.61223,-0.01999104,-1.0,-10.0,-10.0,600,True
false,7,13,false,-2653.572,-643.57874,-0.07058159,-1.0,-10.0,-10.0,600,True
false,2,13,false,-1666.4435,455.5732,0.04204636,-1.0,-10.0,-10.0,600,True
false,5,5,false,-945.6249,-672.50336,-0.20923112,15.192,2366.6282,-739.6571,600,True
false,1,5,false,-4178.914,995.0529,-1.8349861,1717.376,-1431.8033,-31.275293,600,True
false,9,5,true,-3900.0005,-3000.0007,-1.7676226,-1.0,0.0,0.0,600,True
false,2,5,false,-3500.0193,686.19556,-1.6136382,1742.173,-1985.6875,-2552.6357,600,True
false,4,5,false,-621.2887,417.29745,-1.3778894,1710.975,4213.998,1746.2502,600,True
false,3,5,false,-1479.552,1501.1371,-0.16802455,91.017,-1323.1182,1527.7094,600,True
false,3,13,false,-2860.5579,1214.7152,-0.2379319,-1.0,-10.0,-10.0,600,True
false,1,13,false,-4155.0225,-88.611855,-0.113197334,-1.0,-10.0,-10.0,600,True
false,8,5,true,-3900.0005,-3000.0007,3.0680087,1973.087,69.76724,67.39387,600,True
false,7,5,false,-3303.8132,-352.6688,0.121707395,1712.863,269.8844,-2509.5916,600,True
false,6,5,false,-1485.8146,-1493.0974,-0.09235586,1737.877,1512.5126,1228.5748,600,True
false,6,13,false,-1176.8708,131.23349,-0.03239594,-1.0,-10.0,-10.0,600,True
